strain,stress
1.405000286857676639e-01,-1.622589999999999994e-05
1.407500160115849053e-01,-1.002590200000000049e-04
1.410000033374023964e-01,-9.143940099999999741e-04
1.412499906632196378e-01,3.667395799999999999e-04
1.414999779890371012e-01,3.107317900000000047e-04
1.417500447768144933e-01,-5.820774700000000369e-06
1.420000321026317625e-01,-1.563384399999999966e-05
1.422500194284492259e-01,-8.082310700000000124e-05
1.425000067542666893e-01,-3.957919300000000166e-04
1.427499940800839584e-01,-5.712114599999999678e-04
1.429999814059014218e-01,1.905357699999999906e-04
1.432500481936788139e-01,6.405539900000000331e-04
1.435000355194960553e-01,-6.749776599999999637e-04
1.437500228453135465e-01,-5.608485800000000349e-04
1.440000101711307878e-01,7.551129300000000277e-04
1.442499974969482790e-01,4.559783500000000149e-05
1.444999848227657424e-01,-3.487819099999999893e-04
1.447499721485829838e-01,-4.728060000000000265e-05
1.450000389363603759e-01,-1.208187600000000094e-03
1.452500262621778671e-01,2.828632000000000195e-04
1.455000135879951084e-01,5.666855400000000509e-04
1.457500009138125718e-01,-1.116281200000000042e-04
1.459999882396300630e-01,-1.287564599999999927e-03
1.462499755654473044e-01,8.285170499999999858e-04
1.465000423532246965e-01,3.201118600000000180e-04
1.467500296790419378e-01,-4.095890799999999765e-04
1.470000170048594290e-01,-5.523296000000000455e-04
1.472500043306768924e-01,6.096070400000000227e-04
1.474999916564941616e-01,1.735000100000000099e-05
1.477499789823116250e-01,-2.574410099999999775e-04
1.480000457700890171e-01,2.973604499999999763e-04
1.482500330959062584e-01,4.033869499999999885e-04
1.485000204217237496e-01,-4.981290199999999615e-04
1.487500077475412130e-01,-3.864544799999999761e-04
1.489999950733584544e-01,2.931686000000000106e-05
1.492499823991759456e-01,-2.299079599999999922e-04
1.494999697249934090e-01,8.345141399999999687e-05
1.497500365127705790e-01,-5.165201699999999929e-05
1.500000238385880702e-01,-8.905018200000000073e-05
1.502500111644053116e-01,2.723883499999999922e-04
1.504999984902227750e-01,-5.575021200000000385e-04
1.507499858160402662e-01,1.052584199999999998e-05
1.509999731418575075e-01,2.673503999999999941e-04
1.512500399296348996e-01,-4.492840900000000096e-04
1.515000272554523630e-01,-3.563546400000000146e-04
1.517500145812696322e-01,2.414442799999999935e-04
1.520000019070870956e-01,-5.552226499999999686e-04
1.522499892329045867e-01,2.574246000000000086e-04
1.524999765587218281e-01,-1.881725899999999872e-04
1.527500433464992202e-01,-2.742907499999999894e-04
1.530000306723164616e-01,-1.792569599999999921e-04
1.532500179981339528e-01,7.659459400000000380e-05
1.535000053239514162e-01,1.218207999999999975e-04
1.537499926497686575e-01,-5.559411499999999517e-04
1.539999799755861487e-01,3.276873100000000168e-04
1.542500467633635408e-01,1.935277499999999904e-04
1.545000340891807822e-01,1.483461899999999919e-04
1.547500214149982456e-01,-5.506400399999999756e-05
1.550000087408155147e-01,-4.395754300000000083e-04
1.552499960666329781e-01,-1.697546000000000094e-05
1.554999833924504693e-01,-1.312427699999999876e-04
1.557499707182677107e-01,3.440074000000000024e-05
1.560000375060451028e-01,4.928142000000000156e-04
1.562500248318625662e-01,-5.956289999999999718e-04
1.565000121576798353e-01,-7.489396599999999715e-04
1.567499994834972987e-01,7.331234699999999863e-04
1.569999868093147899e-01,2.289927799999999926e-05
1.572499741351320313e-01,-3.436922199999999767e-04
1.575000409229094234e-01,-5.960683599999999838e-05
1.577500282487266647e-01,1.848742899999999988e-04
1.580000155745441559e-01,-1.788860900000000009e-04
1.582500029003616193e-01,-9.629018199999999579e-06
1.584999902261788607e-01,-2.219899299999999890e-04
1.587499775519963519e-01,-1.688985100000000032e-04
1.590000443397737440e-01,-3.486060699999999940e-04
1.592500316655909853e-01,3.475002599999999810e-04
1.595000189914084487e-01,4.397599999999999773e-04
1.597500063172259399e-01,3.060478600000000253e-04
1.599999936430431813e-01,-4.799957599999999866e-04
1.602499809688606724e-01,-1.020206499999999937e-04
1.605000477566378148e-01,-2.048131900000000054e-04
1.607500350824553059e-01,3.156513599999999885e-04
1.610000224082727693e-01,1.312011900000000062e-04
1.612500097340900385e-01,-9.127949100000000253e-04
1.614999970599075019e-01,-3.506336799999999819e-04
1.617499843857249653e-01,2.264537799999999954e-04
1.619999717115422344e-01,3.075106600000000073e-04
1.622500384993196265e-01,1.577686399999999884e-04
1.625000258251370899e-01,-3.030153100000000199e-04
1.627500131509543313e-01,-2.781022200000000033e-05
1.630000004767718225e-01,-2.850085700000000053e-04
1.632499878025892859e-01,-8.475561099999999546e-04
1.634999751284065550e-01,5.734173800000000017e-04
1.637500419161839471e-01,4.493599999999999938e-04
1.640000292420011885e-01,-4.701415299999999798e-04
1.642500165678186519e-01,-5.508736599999999742e-04
1.645000038936361431e-01,3.056026099999999807e-04
1.647499912194533844e-01,4.479761899999999946e-04
1.649999785452708478e-01,-2.512198000000000100e-04
1.652500453330482399e-01,-9.498014099999999970e-04
1.655000326588655091e-01,4.127266100000000210e-05
1.657500199846829725e-01,7.945829699999999761e-04
1.660000073105004637e-01,-1.501671399999999969e-04
1.662499946363177050e-01,7.789951899999999368e-05
1.664999819621351684e-01,-1.916918799999999987e-05
1.667500487499123385e-01,1.116603499999999956e-04
1.670000360757298297e-01,2.239056099999999936e-04
1.672500234015472931e-01,3.347425700000000140e-04
1.675000107273645344e-01,-8.647180299999999856e-04
1.677499980531820256e-01,-1.923122199999999996e-04
1.679999853789994890e-01,2.442705999999999784e-04
1.682499727048167304e-01,1.628418100000000109e-04
1.685000394925941225e-01,2.583472799999999908e-04
1.687500268184116137e-01,-3.684011500000000227e-04
1.690000141442288550e-01,3.131493599999999911e-05
1.692500014700463462e-01,-4.726392399999999753e-04
1.694999887958635876e-01,1.774590099999999833e-05
1.697499761216810510e-01,-1.932892700000000041e-04
1.700000429094584431e-01,1.945426799999999885e-04
1.702500302352757122e-01,-9.329907099999999514e-04
1.705000175610931756e-01,1.245784800000000053e-04
1.707500048869106390e-01,9.718918100000000252e-04
1.709999922127279082e-01,-1.117551700000000015e-04
1.712499795385453716e-01,-3.114143600000000085e-04
1.715000463263225416e-01,1.453806299999999972e-04
1.717500336521400051e-01,-1.584130799999999947e-04
1.720000209779574962e-01,-6.049773799999999909e-05
1.722500083037747376e-01,5.994464100000000082e-05
1.724999956295922288e-01,-2.288081299999999909e-04
1.727499829554096922e-01,-3.964714299999999819e-04
1.729999702812269335e-01,4.540770200000000248e-04
1.732500370690043257e-01,5.867517900000000352e-04
1.735000243948218168e-01,-6.320567800000000082e-04
1.737500117206390582e-01,-3.052160400000000025e-05
1.739999990464565216e-01,-1.511167999999999962e-04
1.742499863722740128e-01,-3.169069099999999870e-04
1.744999736980912541e-01,3.307480999999999919e-04
1.747500404858686462e-01,9.210848200000000497e-04
1.750000278116858876e-01,-6.304590599999999661e-04
1.752500151375033788e-01,-6.427346699999999819e-04
1.755000024633208422e-01,1.408909800000000020e-04
1.757499897891381113e-01,9.156632099999999653e-04
1.759999771149555747e-01,-8.102450399999999676e-04
1.762500439027329668e-01,-8.203340000000000371e-04
1.765000312285502082e-01,1.514287800000000013e-04
1.767500185543676994e-01,-3.124626900000000121e-04
1.770000058801851628e-01,5.285373300000000213e-04
1.772499932060024042e-01,4.498840000000000044e-04
1.774999805318198953e-01,3.746135900000000137e-04
1.777500473195970654e-01,-3.999814099999999791e-04
1.780000346454145288e-01,-4.790023700000000046e-05
1.782500219712320200e-01,4.531628899999999766e-04
1.785000092970492613e-01,-2.769399999999999878e-04
1.787499966228667247e-01,3.367536500000000246e-04
1.789999839486842159e-01,1.191156700000000067e-04
1.792499712745014573e-01,-8.138185700000000059e-04
1.795000380622788494e-01,1.361724699999999888e-04
1.797500253880963128e-01,4.389226200000000263e-04
1.800000127139135819e-01,-8.712176199999999929e-04
1.802500000397310453e-01,-3.357940699999999818e-04
1.804999873655482867e-01,-4.917851900000000083e-04
1.807499746913657779e-01,-2.042000899999999960e-04
1.810000414791431700e-01,4.406580700000000132e-04
1.812500288049604114e-01,8.258184099999999611e-04
1.815000161307779025e-01,1.409291700000000038e-04
1.817500034565953659e-01,-5.221863299999999868e-04
1.819999907824126073e-01,3.450674399999999848e-04
1.822499781082300985e-01,4.023743799999999929e-04
1.825000448960074906e-01,-3.060091399999999729e-04
1.827500322218247319e-01,4.240782800000000071e-05
1.830000195476421954e-01,6.623392699999999670e-05
1.832500068734594645e-01,4.639673700000000105e-04
1.834999941992769279e-01,1.289817700000000036e-04
1.837499815250944191e-01,7.603222900000000499e-04
1.840000483128715614e-01,-5.489397699999999831e-04
1.842500356386890525e-01,-1.313748899999999872e-04
1.845000229645065160e-01,1.939819999999999869e-04
1.847500102903237851e-01,-2.765249200000000074e-04
1.849999976161412485e-01,-1.034721199999999962e-04
1.852499849419587397e-01,-1.737911399999999930e-05
1.854999722677759810e-01,-1.849668499999999958e-04
1.857500390555533731e-01,-8.060887799999999709e-04
1.860000263813706145e-01,5.679811899999999951e-05
1.862500137071881057e-01,6.921514999999999612e-04
1.865000010330055691e-01,-4.182200899999999832e-04
1.867499883588228105e-01,-2.806597300000000079e-04
1.869999756846403016e-01,7.050733300000000536e-04
1.872500424724176937e-01,-1.119770500000000056e-04
1.875000297982349351e-01,-3.444061299999999774e-04
1.877500171240523985e-01,3.513812400000000192e-04
1.880000044498698897e-01,5.948454000000000155e-04
1.882499917756871310e-01,-1.107699400000000103e-03
1.884999791015046222e-01,-5.999349199999999891e-05
1.887500458892817645e-01,4.747662599999999920e-04
1.890000332150992557e-01,-2.391762299999999908e-04
1.892500205409167191e-01,-5.098066299999999670e-05
1.895000078667339882e-01,6.843120799999999684e-04
1.897499951925514516e-01,-9.004353099999999480e-04
1.899999825183689151e-01,-2.673741400000000015e-04
1.902499698441861842e-01,3.741390100000000179e-04
1.905000366319635763e-01,-9.961798899999999718e-05
1.907500239577810397e-01,-3.642748099999999778e-05
1.910000112835982811e-01,-4.493630900000000067e-04
1.912499986094157722e-01,-5.491163099999999461e-04
1.914999859352332356e-01,9.637548199999999648e-05
1.917499732610505048e-01,1.434081500000000035e-04
1.920000400488278969e-01,-6.841403900000000602e-05
1.922500273746451382e-01,2.368684100000000112e-04
1.925000147004626017e-01,2.317032499999999910e-04
1.927500020262800928e-01,6.056379899999999629e-04
1.929999893520973342e-01,-1.104180099999999996e-03
1.932499766779147976e-01,-3.224377300000000270e-04
1.935000434656921897e-01,4.414989199999999766e-04
1.937500307915094588e-01,3.043769899999999753e-04
1.940000181173269223e-01,-3.125188199999999949e-04
1.942500054431441636e-01,6.125070299999999706e-04
1.944999927689616548e-01,3.167187099999999944e-04
1.947499800947791182e-01,-3.783568399999999985e-04
1.950000468825562883e-01,1.892952799999999885e-04
1.952500342083737794e-01,-7.487308000000000244e-04
1.955000215341912428e-01,-2.987858700000000267e-04
1.957500088600084842e-01,-2.594037700000000028e-05
1.959999961858259754e-01,8.295704299999999767e-04
1.962499835116434388e-01,-6.199174699999999592e-04
1.964999708374606802e-01,-1.602305599999999874e-04
1.967500376252380723e-01,6.758570799999999825e-04
1.970000249510553414e-01,4.325410200000000195e-04
1.972500122768728048e-01,-4.876909399999999721e-05
1.974999996026902960e-01,-4.520418200000000074e-04
1.977499869285075373e-01,-3.132762200000000158e-04
1.979999742543250008e-01,-3.116289200000000020e-04
1.982500410421023929e-01,-4.499751999999999875e-04
1.985000283679196620e-01,-8.704890000000000609e-05
1.987500156937371254e-01,2.531138499999999788e-04
1.990000030195545888e-01,-5.845530400000000014e-05
1.992499903453718579e-01,-1.597665899999999885e-04
1.994999776711893213e-01,-1.449044499999999980e-04
1.997500444589664914e-01,2.722195600000000158e-04
2.000000317847839548e-01,-9.821761500000000204e-04
2.002500191106014460e-01,2.214338300000000147e-06
2.005000064364186874e-01,7.638587100000000536e-04
2.007499937622361785e-01,-3.318350699999999745e-05
2.009999810880536419e-01,-5.520049000000000180e-04
2.012500478758308120e-01,5.848269400000000260e-04
2.015000352016482754e-01,8.168627099999999953e-04
2.017500225274657666e-01,-7.640422500000000183e-04
2.020000098532830080e-01,-3.085081899999999808e-04
2.022499971791004714e-01,8.749104499999999472e-04
2.024999845049179625e-01,-2.073628099999999866e-04
2.027499718307352039e-01,-5.710643000000000273e-04
2.030000386185125960e-01,1.776468099999999886e-04
2.032500259443298374e-01,5.332162799999999505e-04
2.035000132701473285e-01,-7.158062599999999746e-04
2.037500005959647920e-01,-4.461314200000000038e-04
2.039999879217820611e-01,5.034547299999999779e-04
2.042499752475995245e-01,6.607640500000000082e-04
2.045000420353769166e-01,-3.831944200000000065e-04
2.047500293611941580e-01,-9.326197800000000102e-04
2.050000166870116491e-01,-2.638841099999999769e-04
2.052500040128291126e-01,5.025814999999999585e-06
2.054999913386463539e-01,-1.211353699999999969e-04
2.057499786644638451e-01,6.334411300000000180e-04
2.060000454522410152e-01,7.932775000000000633e-05
2.062500327780584786e-01,-5.165700499999999586e-04
2.065000201038759697e-01,4.772090499999999944e-04
2.067500074296932111e-01,4.916893800000000144e-04
2.069999947555106745e-01,2.605463800000000016e-05
2.072499820813281657e-01,-3.610532399999999767e-04
2.075000488691053357e-01,-5.561173499999999721e-04
2.077500361949227992e-01,-2.362797100000000011e-04
2.080000235207402626e-01,7.536017899999999979e-04
2.082500108465575317e-01,-5.864288899999999709e-04
2.084999981723749951e-01,-3.780018699999999812e-04
2.087499854981922365e-01,2.508758000000000147e-04
2.089999728240097276e-01,-1.014040499999999969e-04
2.092500396117871198e-01,-4.896859700000000390e-04
2.095000269376043611e-01,4.197664999999999730e-04
2.097500142634218523e-01,8.389596400000000603e-05
2.100000015892393157e-01,-3.386031400000000203e-04
2.102499889150565571e-01,2.481842399999999974e-04
2.104999762408740482e-01,5.971438399999999622e-04
2.107500430286512183e-01,-5.888101000000000158e-05
2.110000303544686817e-01,-5.320722499999999472e-04
2.112500176802861451e-01,-1.245247200000000121e-04
2.115000050061034143e-01,5.162408899999999714e-04
2.117499923319208777e-01,5.519902800000000116e-05
2.119999796577383688e-01,-5.788749999999999625e-04
2.122500464455155111e-01,-7.123681999999999671e-04
2.125000337713330023e-01,1.163411700000000013e-04
2.127500210971504657e-01,-6.899168900000000209e-05
2.130000084229677348e-01,5.109353899999999728e-04
2.132499957487851983e-01,-2.980864100000000204e-04
2.134999830746026617e-01,-3.396791299999999802e-04
2.137499704004199308e-01,-5.725857300000000043e-05
2.140000371881973229e-01,7.034830200000000014e-04
2.142500245140145643e-01,-1.345838500000000040e-05
2.145000118398320277e-01,-7.905581000000000500e-04
2.147499991656495189e-01,-1.405789999999999969e-04
2.149999864914667602e-01,1.364296399999999950e-04
2.152499738172842514e-01,5.791148700000000324e-04
2.155000406050616435e-01,2.142355399999999949e-04
2.157500279308788849e-01,-7.933125600000000494e-04
2.160000152566963483e-01,-7.892283299999999823e-04
2.162500025825138394e-01,2.047699499999999892e-04
2.164999899083310808e-01,9.030419699999999621e-04
2.167499772341485720e-01,1.120403600000000028e-04
2.170000440219257143e-01,-5.987536600000000105e-04
2.172500313477432055e-01,4.422542499999999746e-04
2.175000186735606689e-01,3.417082699999999802e-04
2.177500059993779380e-01,-1.383632699999999950e-04
2.179999933251954014e-01,1.420097200000000116e-04
2.182499806510128648e-01,-2.942915799999999780e-04
2.185000474387900349e-01,-2.975445300000000058e-04
2.187500347646075260e-01,-6.466312899999999758e-04
2.190000220904249895e-01,6.096053500000000536e-04
2.192500094162422308e-01,9.664963199999999791e-04
2.194999967420597220e-01,-1.290014000000000080e-04
2.197499840678769634e-01,-7.181973400000000052e-04
2.199999713936944545e-01,1.345122499999999927e-04
2.202500381814718466e-01,8.937095599999999489e-04
2.205000255072890880e-01,-3.996371099999999899e-04
2.207500128331065514e-01,-7.249609799999999580e-04
2.210000001589240426e-01,-1.184802000000000045e-04
2.212499874847412840e-01,4.282853300000000196e-04
2.214999748105587474e-01,3.014062800000000066e-05
2.217500415983361395e-01,-4.440428700000000083e-04
2.220000289241534086e-01,1.540305699999999865e-04
2.222500162499708720e-01,4.223169999999999751e-05
2.225000035757881134e-01,-1.562094200000000105e-04
2.227499909016056046e-01,-4.951021899999999767e-04
2.229999782274230680e-01,6.321261000000000328e-04
2.232500450152002380e-01,5.147580699999999712e-04
2.235000323410177292e-01,-3.674706299999999800e-04
2.237500196668351926e-01,-2.298400600000000127e-04
2.240000069926524340e-01,2.061749300000000125e-05
2.242499943184699251e-01,1.487127499999999934e-04
2.244999816442873886e-01,-3.667657300000000268e-04
2.247500484320645586e-01,6.787950999999999751e-04
2.250000357578820220e-01,3.413387600000000028e-04
2.252500230836992912e-01,5.259097799999999960e-04
2.255000104095167546e-01,7.382649399999999891e-06
2.257499977353342457e-01,5.541737400000000058e-04
2.259999850611514871e-01,2.886354900000000245e-04
2.262499723869689505e-01,1.833775900000000035e-04
2.265000391747463426e-01,-1.858687499999999880e-04
2.267500265005636118e-01,-1.050872000000000004e-03
2.270000138263810752e-01,2.051397599999999876e-04
2.272500011521985386e-01,7.267019999999999686e-04
2.274999884780158077e-01,4.077100500000000014e-04
2.277499758038332711e-01,-1.513168600000000053e-04
2.280000425916104412e-01,-5.766543800000000115e-04
2.282500299174279046e-01,6.061045799999999689e-05
2.285000172432453958e-01,2.961465999999999947e-04
2.287500045690626371e-01,2.105307299999999886e-04
2.289999918948801283e-01,-1.824991700000000005e-04
2.292499792206975917e-01,4.299832399999999689e-05
2.295000460084747618e-01,-3.396936199999999774e-04
2.297500333342922252e-01,4.247233400000000026e-04
2.300000206601097164e-01,2.054318299999999958e-04
2.302500079859269577e-01,-2.119643299999999879e-04
2.304999953117444211e-01,-1.912028300000000072e-04
2.307499826375619123e-01,-8.031426599999999809e-05
2.310000494253390824e-01,4.928178999999999763e-04
2.312500367511565458e-01,5.069395299999999755e-05
2.315000240769737871e-01,1.328392400000000099e-04
2.317500114027912783e-01,-4.566151200000000132e-04
2.319999987286087417e-01,3.771466700000000033e-04
2.322499860544260109e-01,1.526407100000000113e-04
2.324999733802434743e-01,-3.641674199999999869e-04
2.327500401680208664e-01,-5.748934299999999484e-04
2.330000274938381077e-01,-3.112606500000000029e-04
2.332500148196555989e-01,6.333574200000000303e-04
2.335000021454728403e-01,4.028771200000000070e-04
2.337499894712903037e-01,-7.025747799999999994e-04
2.339999767971077949e-01,-5.341193299999999825e-04
2.342500435848849649e-01,8.165254599999999707e-05
2.345000309107024283e-01,7.974189600000000005e-04
2.347500182365199195e-01,-1.331845099999999992e-04
2.350000055623371609e-01,-3.110445599999999973e-04
2.352499928881546243e-01,6.395889799999999493e-04
2.354999802139721155e-01,-7.842077800000000088e-04
2.357500470017492855e-01,-9.234832499999999847e-04
2.360000343275667489e-01,-1.913623799999999878e-04
2.362500216533839903e-01,6.682682600000000106e-04
2.365000089792014815e-01,8.789489499999999730e-05
2.367499963050189449e-01,-3.268331699999999776e-04
2.369999836308361862e-01,-1.880449900000000056e-04
2.372499709566536774e-01,-3.027399099999999988e-04
2.375000377444310695e-01,6.933172500000000203e-04
2.377500250702483109e-01,-5.465088199999999959e-04
2.380000123960658021e-01,3.957525099999999966e-04
2.382499997218832655e-01,-1.519546499999999936e-04
2.384999870477005068e-01,-2.121315100000000008e-04
2.387499743735179980e-01,3.164930399999999963e-04
2.390000411612951681e-01,-7.985668799999999642e-04
2.392500284871126315e-01,-5.465374600000000478e-04
2.395000158129300949e-01,4.751427099999999942e-04
2.397500031387473640e-01,4.581274699999999785e-04
2.399999904645648274e-01,-1.157720799999999942e-04
2.402499777903823186e-01,-2.830379800000000219e-04
2.405000445781594609e-01,-5.607352699999999823e-05
2.407500319039769521e-01,1.779638299999999939e-04
2.410000192297944155e-01,-1.474973799999999868e-04
2.412500065556116846e-01,1.651155899999999944e-04
2.414999938814291480e-01,6.999216700000000021e-05
2.417499812072466114e-01,-6.547298700000000462e-04
2.420000479950237815e-01,-1.039993300000000009e-04
2.422500353208412727e-01,3.235821799999999784e-04
2.425000226466585140e-01,2.976604400000000235e-04
2.427500099724759774e-01,-2.790433600000000029e-04
2.429999972982934686e-01,-3.695200399999999750e-04
2.432499846241107100e-01,2.322793299999999857e-05
2.434999719499282012e-01,3.335655700000000217e-04
2.437500387377055933e-01,7.496752900000000280e-05
2.440000260635228346e-01,1.130958700000000038e-05
2.442500133893402980e-01,-3.200040200000000092e-04
2.445000007151577892e-01,1.530547400000000131e-04
2.447499880409750306e-01,-3.793867599999999746e-05
2.449999753667924940e-01,1.090774200000000016e-04
2.452500421545696641e-01,4.888101099999999982e-04
2.455000294803871552e-01,-4.393991199999999937e-04
2.457500168062046186e-01,-5.274671099999999908e-04
2.460000041320218600e-01,3.867453999999999987e-05
2.462499914578393512e-01,-1.393166799999999992e-04
2.464999787836568146e-01,1.313770900000000056e-04
2.467500455714339846e-01,-1.844243599999999996e-05
2.470000328972514758e-01,1.493361000000000016e-04
2.472500202230689392e-01,-2.801625299999999747e-04
2.475000075488861806e-01,-3.011644599999999832e-04
2.477499948747036718e-01,3.451580899999999973e-04
2.479999822005209131e-01,1.223254000000000062e-04
2.482500489882983052e-01,-2.758997300000000128e-05
2.485000363141157964e-01,-3.308833499999999802e-04
2.487500236399330378e-01,-5.465549499999999838e-04
2.490000109657505012e-01,6.914603999999999976e-04
2.492499982915679924e-01,5.616428999999999823e-04
2.494999856173852337e-01,2.727365200000000150e-05
2.497499729432026971e-01,-1.537032699999999938e-04
2.500000397309798950e-01,4.561328500000000081e-04
